nombre,código,"Cod. Materia",Semestre,Grupo,,,"Descripcion Evaluacion",Porcentaje,Descripcion,"Nom. Materia",,Nota,"Nota Definitiva"

Benito,81,ST0245,20152,031,,,"Ejercicio de Programación en Papel",6,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,35,44

Benito,81,ST0245,20152,031,,,"Laboratorio 3",5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,44

Benito,81,ST0245,20152,031,,,"Lectura 1",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,30,44

Benito,81,ST0245,20152,031,,,"Quiz 4","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,44

Benito,81,ST0245,20152,031,,,"Quiz 5","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,44

Benito,81,ST0245,20152,031,,,"Entregan un documento en PDF","1,5",5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,44

Benito,81,ST0245,20152,031,,,"Presentan ejemplos de la tecnología","1,5",5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,44

Benito,81,ST0245,20152,031,,,"Quiz 1","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,44

Benito,81,ST0245,20152,031,,,"tarea coding bat 1",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,20,44

Benito,81,ST0245,20152,031,,,"tarea coding bat 2",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,44

Benito,81,ST0245,20152,031,,,"Citan las fuentes que usaron",1,5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,44

Benito,81,ST0245,20152,031,,,"Ejercicio de programación en papel",6,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,40,44

Benito,81,ST0245,20152,031,,,"Entrega 2",5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,44

Benito,81,ST0245,20152,031,,,"Entrega 2: Análisis de requisitos",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,44

Benito,81,ST0245,20152,031,,,"Entrega final: Producto mínimo viable",9,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,44

Benito,81,ST0245,20152,031,,,"Laboratorio 2",5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,45,44

Benito,81,ST0245,20152,031,,,"Repaso 1",1,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,45,44

Benito,81,ST0245,20152,031,,,"Repaso 2",1,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,44

Benito,81,ST0245,20152,031,,,"Utilizan recursos multimedia",1,5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,44

Benito,81,ST0245,20152,031,,,"Preguntas tipo Saber Pro",18,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,63,44

Benito,81,ST0245,20152,031,,,"Quiz 3","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,40,44

Benito,81,ST0245,20152,031,,,"Quiz 7","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,44

Benjamín,82,ST0245,20152,034,,,"PROYECTO DE FIN DE CURSO",30,"4-TRABAJO FINAL","ESTRUCTURA DATOS Y ALGORÍTMOS 1",,40,36

Benjamín,82,ST0245,20152,034,,,"INFORMES DE LECTURA",5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,36

Benjamín,82,ST0245,20152,034,,,"PARCIAL 1",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,42,36

Benjamín,82,ST0245,20152,034,,,TALLERES,5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,36

Benjamín,82,ST0245,20152,034,,,"PARCIAL 2",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,5,36

Benjamín,82,ST0245,20152,034,,,QUICES,10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,36

Benjamín,82,ST0245,20152,034,,,"PRACTICA INICIAL: PRACTICA 0",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,43,36

Bernabé,83,ST0245,20152,034,,,"INFORMES DE LECTURA",5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,47

Bernabé,83,ST0245,20152,034,,,TALLERES,5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,47

Bernabé,83,ST0245,20152,034,,,"PARCIAL 2",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,46,47

Bernabé,83,ST0245,20152,034,,,QUICES,10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,47

Bernabé,83,ST0245,20152,034,,,"PRACTICA INICIAL: PRACTICA 0",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,39,47

Bernabé,83,ST0245,20152,034,,,"PROYECTO DE FIN DE CURSO",30,"4-TRABAJO FINAL","ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,47

Bernabé,83,ST0245,20152,034,,,"PARCIAL 1",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,45,47

Bernarda,84,ST0245,20152,032,,,"INFORMES DE LECTURA",5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,40

Bernarda,84,ST0245,20152,032,,,"PARCIAL 2",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,26,40

Bernarda,84,ST0245,20152,032,,,"PRACTICA INICIAL: PRACTICA 0",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,46,40

Bernarda,84,ST0245,20152,032,,,QUICES,10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,40

Bernarda,84,ST0245,20152,032,,,"PARCIAL 1",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,35,40

Bernarda,84,ST0245,20152,032,,,"PROYECTO DE FIN DE CURSO",30,"4-TRABAJO FINAL","ESTRUCTURA DATOS Y ALGORÍTMOS 1",,45,40

Bernarda,84,ST0245,20152,032,,,TALLERES,5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,40

Bernardo,85,ST0245,20152,032,,,QUICES,10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,31

Bernardo,85,ST0245,20152,032,,,"PROYECTO DE FIN DE CURSO",30,"4-TRABAJO FINAL","ESTRUCTURA DATOS Y ALGORÍTMOS 1",,45,31

Bernardo,85,ST0245,20152,032,,,"PARCIAL 2",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,11,31

Bernardo,85,ST0245,20152,032,,,"INFORMES DE LECTURA",5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,31

Bernardo,85,ST0245,20152,032,,,"PRACTICA INICIAL: PRACTICA 0",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,31

Bernardo,85,ST0245,20152,032,,,"PARCIAL 1",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,0,31

Bernardo,85,ST0245,20152,032,,,TALLERES,5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,31

Blanca,86,ST0245,20152,031,,,"Quiz 7","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,42

Blanca,86,ST0245,20152,031,,,"Presentan ejemplos de la tecnología","1,5",5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,42

Blanca,86,ST0245,20152,031,,,"Entrega 1",5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,42

Blanca,86,ST0245,20152,031,,,"lectura 3",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,0,42

Blanca,86,ST0245,20152,031,,,"Ejercicio de Programación en Papel",6,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,42

Blanca,86,ST0245,20152,031,,,"lectura 2",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,40,42

Blanca,86,ST0245,20152,031,,,"Repaso 1",1,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,49,42

Blanca,86,ST0245,20152,031,,,"Quiz 3","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,42

Blanca,86,ST0245,20152,031,,,"Prototipo del algoritmo y la estructura de datos",7,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,42

Blanca,86,ST0245,20152,031,,,"Laboratorio 5",5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,42

Blanca,86,ST0245,20152,031,,,"Entregan un documento en PDF","1,5",5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,42

Blanca,86,ST0245,20152,031,,,"tarea coding bat 1",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,13,42

Blanca,86,ST0245,20152,031,,,"Utilizan recursos multimedia",1,5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,42

Blanca,86,ST0245,20152,031,,,"Quiz 4","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,42

Blanca,86,ST0245,20152,031,,,"Lectura 1",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,0,42

Blanca,86,ST0245,20152,031,,,"Ejercicio de programación en papel",6,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,42

Blanca,86,ST0245,20152,031,,,"Entrega 1: Modelo de negocio",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,42

Blanca,86,ST0245,20152,031,,,"Entrega final: Producto mínimo viable",9,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,42

Blanca,86,ST0245,20152,031,,,"Laboratorio 4",5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,42

Blanca,86,ST0245,20152,031,,,"Preguntas tipo Saber Pro",18,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,79,42

Blanca,86,ST0245,20152,031,,,"Repaso 2",1,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,48,42

Blanca,86,ST0245,20152,031,,,"tarea coding bat 2",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,0,42

Blanca,86,ST0245,20152,031,,,"Citan las fuentes que usaron",1,5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,42

Blanca,86,ST0245,20152,031,,,"Laboratorio 3",5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,48,42

Blanca,86,ST0245,20152,031,,,"Quiz 1","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,42

Blanca,86,ST0245,20152,031,,,"Quiz 2","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,42

Blanca,86,ST0245,20152,031,,,"Quiz 5","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,42

Blanca,86,ST0245,20152,031,,,"Entrega 2",5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,42

Blanca,86,ST0245,20152,031,,,"Entrega 2: Análisis de requisitos",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,42

Blanca,86,ST0245,20152,031,,,"Laboratorio 2",5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,0,42

Blas,87,ST0245,20152,034,,,"INFORMES DE LECTURA",5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,36

Blas,87,ST0245,20152,034,,,"PRACTICA INICIAL: PRACTICA 0",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,36

Blas,87,ST0245,20152,034,,,"PARCIAL 2",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,36

Blas,87,ST0245,20152,034,,,"PROYECTO DE FIN DE CURSO",30,"4-TRABAJO FINAL","ESTRUCTURA DATOS Y ALGORÍTMOS 1",,35,36

Blas,87,ST0245,20152,034,,,"PARCIAL 1",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,0,36

Blas,87,ST0245,20152,034,,,QUICES,10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,36

Blas,87,ST0245,20152,034,,,TALLERES,5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,36

Bonifacio,88,ST0245,20152,031,,,"Ejercicio de programación en papel",6,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,25,41

Bonifacio,88,ST0245,20152,031,,,"Quiz 1","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,41

Bonifacio,88,ST0245,20152,031,,,"Quiz 4","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,41

Bonifacio,88,ST0245,20152,031,,,"Quiz 5","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,40,41

Bonifacio,88,ST0245,20152,031,,,"Entrega 1",5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,41

Bonifacio,88,ST0245,20152,031,,,"Laboratorio 3",5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,21,41

Bonifacio,88,ST0245,20152,031,,,"Entregan un documento en PDF","1,5",5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,41

Bonifacio,88,ST0245,20152,031,,,"Laboratorio 2",5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,45,41

Bonifacio,88,ST0245,20152,031,,,"Lectura 1",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,41

Bonifacio,88,ST0245,20152,031,,,"Ejercicio de Programación en Papel",6,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,35,41

Bonifacio,88,ST0245,20152,031,,,"Entrega 2",5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,41

Bonifacio,88,ST0245,20152,031,,,"Laboratorio 5",5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,45,41

Bonifacio,88,ST0245,20152,031,,,"Quiz 3","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,0,41

Bonifacio,88,ST0245,20152,031,,,"Quiz 7","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,41

Bonifacio,88,ST0245,20152,031,,,"Entrega 1: Modelo de negocio",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,41

Bonifacio,88,ST0245,20152,031,,,"Laboratorio 4",5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,0,41

Bonifacio,88,ST0245,20152,031,,,"Presentan ejemplos de la tecnología","1,5",5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,41

Bonifacio,88,ST0245,20152,031,,,"Utilizan recursos multimedia",1,5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,41

Bonifacio,88,ST0245,20152,031,,,"lectura 3",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,41

Bonifacio,88,ST0245,20152,031,,,"Citan las fuentes que usaron",1,5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,41

Bonifacio,88,ST0245,20152,031,,,"Entrega final: Producto mínimo viable",9,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,40,41

Bonifacio,88,ST0245,20152,031,,,"Preguntas tipo Saber Pro",18,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,98,41

Bonifacio,88,ST0245,20152,031,,,"Quiz 2","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,41

Bonifacio,88,ST0245,20152,031,,,"tarea coding bat 2",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,43,41

Bonifacio,88,ST0245,20152,031,,,"Repaso 1",1,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,43,41

Bonifacio,88,ST0245,20152,031,,,"Entrega 2: Análisis de requisitos",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,41

Bonifacio,88,ST0245,20152,031,,,"Prototipo del algoritmo y la estructura de datos",7,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,39,41

Bonifacio,88,ST0245,20152,031,,,"Repaso 2",1,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,44,41

Bonifacio,88,ST0245,20152,031,,,"lectura 2",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,41

Bonifacio,88,ST0245,20152,031,,,"tarea coding bat 1",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,43,41

Borja,89,ST0245,20152,031,,,"Ejercicio de programación en papel",6,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,25,36

Borja,89,ST0245,20152,031,,,"Prototipo del algoritmo y la estructura de datos",7,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,36

Borja,89,ST0245,20152,031,,,"tarea coding bat 1",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,20,36

Borja,89,ST0245,20152,031,,,"Repaso 2",1,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,48,36

Borja,89,ST0245,20152,031,,,"Quiz 5","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,36

Borja,89,ST0245,20152,031,,,"Quiz 2","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,36

Borja,89,ST0245,20152,031,,,"Preguntas tipo Saber Pro",18,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,84,36

Borja,89,ST0245,20152,031,,,"Entrega final: Producto mínimo viable",9,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,36

Borja,89,ST0245,20152,031,,,"Entrega 2",5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,0,36

Borja,89,ST0245,20152,031,,,"Entrega 1",5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,36

Borja,89,ST0245,20152,031,,,"Quiz 4","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,36

Borja,89,ST0245,20152,031,,,"Laboratorio 5",5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,45,36

Borja,89,ST0245,20152,031,,,"Laboratorio 4",5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,45,36

Borja,89,ST0245,20152,031,,,"Entrega 2: Análisis de requisitos",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,0,36

Borja,89,ST0245,20152,031,,,"Citan las fuentes que usaron",1,5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,30,36

Borja,89,ST0245,20152,031,,,"Utilizan recursos multimedia",1,5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,36

Borja,89,ST0245,20152,031,,,"Quiz 1","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,36

Borja,89,ST0245,20152,031,,,"Entregan un documento en PDF","1,5",5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,36

Borja,89,ST0245,20152,031,,,"Quiz 7","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,36

Borja,89,ST0245,20152,031,,,"Laboratorio 2",5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,0,36

Borja,89,ST0245,20152,031,,,"Ejercicio de Programación en Papel",6,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,36

Borja,89,ST0245,20152,031,,,"tarea coding bat 2",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,45,36

Borja,89,ST0245,20152,031,,,"lectura 2",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,0,36

Borja,89,ST0245,20152,031,,,"Presentan ejemplos de la tecnología","1,5",5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,36

Borja,89,ST0245,20152,031,,,"Entrega 1: Modelo de negocio",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,0,36

Borja,89,ST0245,20152,031,,,"Repaso 1",1,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,48,36

Borja,89,ST0245,20152,031,,,"Lectura 1",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,36

Borja,89,ST0245,20152,031,,,"Laboratorio 3",5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,31,36

Borja,89,ST0245,20152,031,,,"lectura 3",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,0,36

Borja,89,ST0245,20152,031,,,"Quiz 3","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,36

Bruno,90,ST0245,20152,031,,,"lectura 2",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,50

Bruno,90,ST0245,20152,031,,,"tarea coding bat 2",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,35,50

Bruno,90,ST0245,20152,031,,,"Quiz 7","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,50

Bruno,90,ST0245,20152,031,,,"Quiz 2","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,50

Bruno,90,ST0245,20152,031,,,"Entrega final: Producto mínimo viable",9,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,50

Bruno,90,ST0245,20152,031,,,"Entrega 1",5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,50

Bruno,90,ST0245,20152,031,,,"lectura 3",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,50

Bruno,90,ST0245,20152,031,,,"Quiz 5","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,50

Bruno,90,ST0245,20152,031,,,"Laboratorio 2",5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,50

Bruno,90,ST0245,20152,031,,,"Ejercicio de Programación en Papel",6,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,50

Bruno,90,ST0245,20152,031,,,"Repaso 2",1,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,50

Bruno,90,ST0245,20152,031,,,"Quiz 4","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,50

Bruno,90,ST0245,20152,031,,,"Quiz 1","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,50

Bruno,90,ST0245,20152,031,,,"tarea coding bat 1",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,50

Bruno,90,ST0245,20152,031,,,"Utilizan recursos multimedia",1,5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,50

Bruno,90,ST0245,20152,031,,,"Laboratorio 5",5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,50

Bruno,90,ST0245,20152,031,,,"Citan las fuentes que usaron",1,5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,50

Bruno,90,ST0245,20152,031,,,"Entrega 2: Análisis de requisitos",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,50

Bruno,90,ST0245,20152,031,,,"Entrega 2",5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,50

Bruno,90,ST0245,20152,031,,,"Lectura 1",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,50

Bruno,90,ST0245,20152,031,,,"Quiz 3","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,50

Bruno,90,ST0245,20152,031,,,"Prototipo del algoritmo y la estructura de datos",7,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,50

Bruno,90,ST0245,20152,031,,,"Presentan ejemplos de la tecnología","1,5",5-TALLER,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,50

Bruno,90,ST0245,20152,031,,,"Preguntas tipo Saber Pro",18,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,100,50

Bruno,90,ST0245,20152,031,,,"Laboratorio 4",5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,50

Bruno,90,ST0245,20152,031,,,"Entrega 1: Modelo de negocio",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,50

Bruno,90,ST0245,20152,031,,,"Ejercicio de programación en papel",6,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 1",,50,50

